고유번호,지역,상호,상표,주소,전화번호,셀프여부, 품질인증주유소, 전산보고주유소
A0003799,경기 광주시,탑선주유소,알뜰주유소,경기 광주시 퇴촌면 정영로 518,031-767-0062,일반,N,Y
A0003858,경기 광주시,(주)두바이 곤지암리조트,GS칼텍스,경기 광주시 도척면 도척윗로 263,031-767-7751,셀프,N,N
A0003868,경기 광주시,제일주유소,S-OIL,경기 광주시 오포읍 오포로 527,031-765-9691,일반,N,N
A0003911,경기 광주시,서민주유소,SK에너지,경기 광주시 회안대로 993 (송정동),031-798-0391,셀프,N,N
A0003912,경기 광주시,돌고래주유소,S-OIL,경기 광주시 회안대로 739 (탄벌동),031-767-6633,셀프,N,N
A0003947,경기 광주시,열미ic주유소,S-OIL,경기 광주시 곤지암읍 광여로 233,031-767-1218,일반,N,N
A0003955,경기 광주시,영동주유소,SK에너지,경기 광주시 퇴촌면 정영로 894,031-798-5153,셀프,N,N
A0003969,경기 광주시,(주)케이에이치에너지 세준주유소,S-OIL,경기 광주시 곤지암읍 경충대로 522,031-797-5151,셀프,N,N
A0003981,경기 광주시,성안주유소,HD현대오일뱅크,경기 광주시 회안대로 1021 (송정동),031-764-1448,셀프,N,N
A0003982,경기 광주시,남촌주유소,S-OIL,경기 광주시 초월읍 경충대로 1329,031-766-4777,셀프,N,N
A0003983,경기 광주시,산업로 주유소,GS칼텍스,경기 광주시 경충대로 1763 (역동),031-762-5149,셀프,N,N
A0004022,경기 광주시,(주)대기주유소,GS칼텍스,경기 광주시 초월읍 경충대로 898,031-762-4543,셀프,N,N
A0004026,경기 광주시,(주)오일플라자,S-OIL,경기 광주시 오포읍 양벌로 84,031-762-1263,셀프,N,N
A0004038,경기 광주시,도척농협주유소,NH-OIL,경기 광주시 도척면 노곡로 6,031-761-7928,셀프,N,Y
A0004039,경기 광주시,퇴촌농협주유소,GS칼텍스,경기 광주시 퇴촌면 광동로 65,031-768-7708,일반,N,Y
A0004040,경기 광주시,중부농업협동조합,S-OIL,경기 광주시 중부면 회안대로 1426,031-761-7195,일반,N,Y
A0004041,경기 광주시,광주농협주유소,NH-OIL,경기 광주시 중앙로145번길 6 (경안동),031-765-5151,셀프,Y,Y
A0004067,경기 광주시,(주)대지석유 갈마주유소,S-OIL,경기 광주시 경충대로 2187 (삼동),031-761-2859,셀프,N,N
A0004072,경기 광주시,SK에너지(주)직영 SK퇴촌주유소,SK에너지,경기 광주시 퇴촌면 정영로 378,031-768-1313,일반,N,Y
A0004075,경기 광주시,HD현대오일뱅크㈜직영 새광주셀프주유소,HD현대오일뱅크,경기 광주시 경충대로 1515 (쌍령동),031-761-6853,셀프,N,Y
A0004082,경기 광주시,삼미 동부셀프주유소,SK에너지,경기도 광주시 오포읍 태재로 75 (오포읍),031-726-5181,셀프,N,Y
A0004090,경기 광주시,HD현대오일뱅크㈜직영 분당현대셀프주유소,HD현대오일뱅크,경기 광주시 오포읍 태재로 47,031-715-5189,셀프,N,Y
A0004095,경기 광주시,(주)뉴페이스 정직한주유소 제2지점,GS칼텍스,경기 광주시 도척면 도척로 313,031-763-6544,셀프,N,N
A0004141,경기 광주시,애플주유소,SK에너지,경기 광주시 오포읍 양벌로 55,031-763-2003,셀프,N,Y
A0004144,경기 광주시,(주)구산에너지 탄벌주유소,HD현대오일뱅크,경기 광주시 회안대로 712,031-769-5145,셀프,N,N
A0004149,경기 광주시,㈜하이테크산업 신정하이테크주유소,SK에너지,경기 광주시 도척면 도척로 373,031-797-9260,셀프,N,N
A0004151,경기 광주시,HD현대오일뱅크㈜직영 양벌현대주유소,HD현대오일뱅크,경기 광주시 오포읍 양벌로 165,031-765-2226,일반,N,Y
A0004203,경기 광주시,미래주유소,HD현대오일뱅크,경기 광주시 오포읍 태재로 272,031-714-0051,셀프,N,N
A0004206,경기 광주시,HD현대오일뱅크㈜직영 매산셀프주유소,HD현대오일뱅크,경기 광주시 오포읍 회안대로 15,031-766-5149,셀프,N,Y
A0005644,경기 광주시,그린랜드주유소,GS칼텍스,경기 광주시 퇴촌면 정영로 798,031-768-3371,셀프,N,N
A0007151,경기 광주시,갈마full-pay주유소,SK에너지,경기 광주시 경충대로 2237,031-798-7171,셀프,N,Y
A0007327,경기 광주시,곤지암Self주유소,S-OIL,경기 광주시 곤지암읍 광여로 100,031-768-7770,셀프,N,N
A0007819,경기 광주시,서민행복주유소,SK에너지,경기 광주시 곤지암읍 경충대로 41,031-761-1775,셀프,N,N
A0009055,경기 광주시,오포주유소/충전소,SK에너지,경기 광주시 오포읍 포은대로 317,031-766-0005,셀프,N,Y
A0009995,경기 광주시,CJ대한통운(주)직영 경기고속주유소,GS칼텍스,경기 광주시 초월읍 경충대로 1021,031-765-5805,일반,N,Y
A0010024,경기 광주시,초월공단주유소,GS칼텍스,경기 광주시 초월읍 산수로 615,031-769-5149,일반,N,N
A0010055,경기 광주시,㈜동호에너지 신월주유소,S-OIL,경기 광주시 초월읍 산수로 308,031-797-8555,일반,N,N
A0011922,경기 광주시,도궁주유소,GS칼텍스,경기 광주시 도척면 도척윗로 116,031-762-8989,일반,N,N
A0011923,경기 광주시,대한에너지,SK에너지,경기 광주시 퇴촌면 천진암로 412,031-765-5545,셀프,N,N
A0011926,경기 광주시,광주제2주유소,HD현대오일뱅크,경기 광주시 경충대로 2130,031-761-0172,일반,N,N
A0011928,경기 광주시,역동주유소,S-OIL,경기 광주 경충대로 1721,031-762-8155,셀프,N,N
A0011929,경기 광주시,sk에너지 준원주유소,SK에너지,경기 광주시 오포읍 오포로 257,031-768-8551,셀프,N,N
A0011930,경기 광주시,행정타운주유소,SK에너지,경기 광주시 회안대로 843 (송정동),031-798-7381,일반,N,N
A0011932,경기 광주시,뉴광주농협주유소,NH-OIL,경기 광주시 파발로 97,031-763-9800,셀프,Y,Y
A0011933,경기 광주시,자연오일주유소,S-OIL,경기 광주시 오포읍 포은대로 213,031-768-5181,셀프,N,N
A0011937,경기 광주시,경기동부주유소,HD현대오일뱅크,경기 광주시 곤지암읍 경충대로 246,031-763-5178,일반,N,N
A0011938,경기 광주시,거북이주유소,GS칼텍스,경기 광주시 경충대로 2110 (중대동),031-797-8981,셀프,N,Y
A0021067,경기 광주시,에스에이치 네트웍스(주) 직영점,GS칼텍스,경기 광주시 순암로 176 (중대동),031-763-8980,셀프,N,Y
A0025546,경기 광주시,대보주유소,HD현대오일뱅크,경기도 광주시 도척면 도척로 200,031-798-2521,일반,N,N
A0033083,경기 광주시,경기광주(서울방향)주유소/충전소,SK에너지,경기 광주시 곤지암읍 만삼로 211,031-8027-3948,일반,N,Y
A0033084,경기 광주시,경기광주(원주방향)주유소/충전소,SK에너지,경기 광주시 곤지암읍 만삼로 270,031-8027-3943,일반,N,Y
A0004224,경기 연천군,대광현대주유소,HD현대오일뱅크,경기 연천군 신서면 연신로 1213,031-834-4244,일반,N,Y
A0004261,경기 연천군,(주)금강산 청산지점,SK에너지,경기 연천군 청산면 전영로 373,031-832-5124,일반,N,N
A0004267,경기 연천군,열두개울제일주유소,SK에너지,경기 연천군 청산면 청신로 101,031-835-1233,일반,N,N
A0004272,경기 연천군,시대주유소,SK에너지,경기 연천군 전곡읍 양연로 814,031-832-9491,셀프,N,N
A0004344,경기 연천군,전곡주유소,S-OIL,경기 연천군 전곡읍 전영로 2,031-832-5550,셀프,N,Y
A0004359,경기 연천군,만나주유소,HD현대오일뱅크,경기 연천군 군남면 군남로 90,031-833-5177,일반,N,N
A0004361,경기 연천군,삼익주유소,SK에너지,경기 연천군 연천읍 차현로 139,031-834-0229,일반,N,N
A0004368,경기 연천군,오성상사(주),GS칼텍스,경기 연천군 청산면 평화로 291,031-832-2000,셀프,N,N
A0004375,경기 연천군,노곡주유소,SK에너지,경기 연천군 백학면 청정로 109,031-835-3939,일반,N,N
A0004395,경기 연천군,임진강주유소,S-OIL,경기 연천군 군남면 청정로 1992,031-833-7600,일반,N,N
A0004568,경기 연천군,믿음주유소,S-OIL,경기 연천군 전곡읍 양연로 1140,031-833-6507,셀프,N,Y
A0004665,경기 연천군,연천제일주유소,알뜰주유소,경기 연천군 연천읍 연신로 670,031-834-7722,일반,N,N
A0004771,경기 연천군,형제주유소,HD현대오일뱅크,경기 연천군 연천읍 연천로 377,031-834-5151,일반,N,N
A0004878,경기 연천군,임진농협 진상지점주유소,S-OIL,경기 연천군 군남면 군남로 128,031-833-8333,셀프,N,Y
A0004885,경기 연천군,전곡농협주유소,NH-OIL,경기 연천군 전곡읍 평화로 557,031-832-0051,셀프,Y,Y
A0009614,경기 연천군,SK통일주유소,SK에너지,경기 연천군 신서면 연신로 1060,031-834-7100,일반,N,N
A0011883,경기 연천군,선유주유소,HD현대오일뱅크,경기 연천군 전곡읍 양연로 452,031-833-5183,일반,N,N
A0011890,경기 연천군,원에너지(주) 통일주유소,SK에너지,경기 연천군 평화로 902,031-833-5189,셀프,N,N
A0011901,경기 연천군,연천농협주유소,NH-OIL,경기 연천군 연천읍 평화로 1211,031-834-5188,셀프,Y,Y
A0011912,경기 연천군,SK KH에너지 초성주유소,SK에너지,경기도 연천군 청산면 평화로 187,031-835-0378,일반,N,Y
A0033601,경기 연천군,(주)금강산 궁평지점,SK에너지,경기 연천군 청산면 동서로 1883,031-833-5125,셀프,N,N
A0033609,경기 연천군,전곡농협 백학주유소,NH-OIL,경기 연천군 백학면 청정로 516-1,031-832-5153,셀프,N,Y
A0033676,경기 연천군,삼호주유소 주식회사,GS칼텍스,경기 연천군 전곡읍 양연로402번길 13,031-833-8280,셀프,N,Y
A0000136,경기 포천시,포천신북주유소,알뜰주유소,경기 포천시 호국로 2226,031-534-7775,셀프,N,Y
A0000265,경기 포천시,조랑말주유소,SK에너지,경기 포천시 이동면 화동로 2469,031-535-7834,셀프,N,N
A0001567,경기 포천시,(주)고래주유소,HD현대오일뱅크,경기 포천시 신북면 호국로 2272,031-531-1846,셀프,N,Y
A0003534,경기 포천시,수목원주유소,GS칼텍스,경기 포천시 소흘읍 광릉수목원로 554 (소흘읍),031-544-0824,셀프,N,N
A0004229,경기 포천시,광진주유소,S-OIL,경기 포천시 신북면 청신로 2019,031-532-4478,일반,N,N
A0004263,경기 포천시,화봉주유소,GS칼텍스,경기 포천시 가산면 가산로 245,031-543-5145,일반,N,N
A0004329,경기 포천시,금주산주유소,자가상표,경기 포천시 영중면 영일로 201,031-866-5151,일반,N,N
A0004338,경기 포천시,푸른솔주유소,HD현대오일뱅크,경기 포천시 가산면 포천로 715,031-544-7700,일반,N,N
A0004370,경기 포천시,대원주유소,S-OIL,경기 포천시 영북면 호국로 3525,031-536-7207,셀프,N,N
A0004374,경기 포천시,베어스주유소,HD현대오일뱅크,경기 포천시 내촌면 금강로 2001,031-532-8951,일반,N,N
A0004380,경기 포천시,삼광주유소,HD현대오일뱅크,경기 포천시 내촌면 금강로 2856,031-534-3113,일반,N,N
A0004381,경기 포천시,와룡주유소,S-OIL,경기 포천시 내촌면 포천로 230,031-533-7808,일반,N,N
A0004397,경기 포천시,가산주유소,SK에너지,경기 포천시 가산면 포천로 895,031-544-4477,셀프,N,N
A0004403,경기 포천시,고인돌주유소,SK에너지,경기 포천시 가산면 포천로 740,031-541-3263,일반,N,N
A0004406,경기 포천시,이동주유소,GS칼텍스,경기 포천시 이동면 화동로 2244,031-534-5189,일반,N,N
A0004410,경기 포천시,대길주유소,SK에너지,경기 포천시 영중면 호국로 3283,031-532-7306,일반,N,N
A0004416,경기 포천시,명성주유소,SK에너지,경기 포천시 가산면 가산로 236,031-541-6060,셀프,N,N
A0004429,경기 포천시,하나주유소,자가상표,경기 포천시 신북면 중앙로 329,031-532-5188,셀프,N,N
A0004450,경기 포천시,성원주유소,HD현대오일뱅크,경기 포천시 일동면 화동로 1207-1,031-531-5166,일반,N,N
A0004482,경기 포천시,굿오일주유소,S-OIL,경기 포천시 내촌면 금강로 2639,031-532-5551,셀프,N,Y
A0004484,경기 포천시,㈜이-조은에너지 굳오일셀프주유소,S-OIL,경기 포천시 영중면 호국로 2931,031-534-8929,셀프,N,Y
A0004499,경기 포천시,이가팔주유소,S-OIL,경기 포천시 소흘읍 죽엽산로 120,031-543-5149,셀프,N,N
A0004515,경기 포천시,마산주유소,GS칼텍스,경기 포천시 가산면 마정로 67,031-541-4217,일반,N,N
A0004560,경기 포천시,수정주유소,HD현대오일뱅크,경기 포천시 내촌면 금강로 3059,031-533-2500,셀프,N,Y
A0004572,경기 포천시,내촌부자주유소,GS칼텍스,경기 포천시 내촌면 금강로 3189,031-541-8811,셀프,N,N
A0004574,경기 포천시,호호클린 관인지점,SK에너지,경기 포천시 관인면 북원로 749,031-536-6844,셀프,N,Y
A0004595,경기 포천시,정교주유소,SK에너지,경기 포천시 가산면 정금로 119,031-542-5149,일반,N,Y
A0004598,경기 포천시,갈비촌주유소,HD현대오일뱅크,경기도 포천시 이동면 화동로 2002,031-536-5152,셀프,N,N
A0004606,경기 포천시,장군제2주유소,SK에너지,경기 포천시 영북면 호국로 3428,031-536-0065,셀프,N,N
A0004614,경기 포천시,금강산주유소,S-OIL,경기 포천시 일동면 금강로 4637,031-534-9653,일반,N,N
A0004616,경기 포천시,성동에너지(주) 건설주유소,SK에너지,경기 포천시 창수면 전영로 1252,031-533-5105,일반,N,N
A0004620,경기 포천시,고고주유소,SK에너지,경기 포천시 신북면 포천로 1983,031-534-5159,일반,N,N
A0004624,경기 포천시,깊이울주유소,HD현대오일뱅크,경기 포천시 신북면 포천로 2032,031-534-5550,일반,N,N
A0004634,경기 포천시,까르르주유소,SK에너지,경기 포천시 내촌면 금강로 2368,031-534-4355,셀프,N,N
A0004681,경기 포천시,우리동네주유소,HD현대오일뱅크,경기 포천시 영북면 호국로 4182,031-533-5179,일반,N,N
A0004713,경기 포천시,모리아셀프주유소,알뜰주유소,경기 포천시 내촌면 금강로 2182,031-534-5133,셀프,Y,Y
A0004724,경기 포천시,장비주유소,S-OIL,경기 포천시 일동면 화동로 1541,031-535-8916,셀프,N,N
A0004747,경기 포천시,일광(내촌점)주유소,SK에너지,경기 포천시 내촌면 금강로 2733,031-534-8020,일반,N,N
A0004783,경기 포천시,수입로장군주유소,SK에너지,경기 포천시 일동면 수입로 241-13,031-536-3374,셀프,N,N
A0004831,경기 포천시,주)세운주유소,HD현대오일뱅크,경기 포천시 영북면 호국로 4319,031-536-4300,일반,N,N
A0004833,경기 포천시,천보산주유소,SK에너지,경기 포천시 소흘읍 송우로 124,031-542-5456,셀프,N,Y
A0004864,경기 포천시,삼미상사(주)내촌IC셀프주유소,SK에너지,경기 포천시 내촌면 금강로 2022,031-532-9551,셀프,N,Y
A0004875,경기 포천시,포천농협 신북주유소,S-OIL,경기 포천시 신북면 포천로 2174,031-534-1913,일반,N,Y
A0004876,경기 포천시,일동농협화현주유소,NH-OIL,경기 포천시 화현면 화동로 493,031-534-0211,셀프,Y,Y
A0004880,경기 포천시,가산농협주유소,NH-OIL,경기 포천시 가산면 가산로 353,031-544-0107,일반,Y,Y
A0004881,경기 포천시,소흘농협주유소,NH-OIL,경기 포천시 소흘읍 검바위길 39,031-541-6325,일반,Y,Y
A0004883,경기 포천시,포천농협주유소,S-OIL,경기 포천시 군내면 호국로 1698,031-535-8090,일반,N,Y
A0004884,경기 포천시,영북농협주유소,NH-OIL,경기 포천시 영북면 호국로 3759,031-536-5556,일반,Y,Y
A0004899,경기 포천시,천지주유소,SK에너지,경기 포천시 소흘읍 호국로 52,031-542-0010,셀프,N,N
A0004903,경기 포천시,HD현대오일뱅크㈜직영 한내천주유소,HD현대오일뱅크,경기 포천시 호국로 1376 (어룡동),031-535-6893,일반,N,Y
A0004913,경기 포천시,(주)삼호에너지 서파주유소,SK에너지,경기 포천시 내촌면 금강로 3140,031-531-5182,일반,N,Y
A0004919,경기 포천시,건화주유소,SK에너지,경기 포천시 호국로 1029 (선단동),031-543-0001,셀프,N,N
A0004941,경기 포천시,HD현대오일뱅크㈜직영 포천대로셀프주유소,HD현대오일뱅크,경기 포천시 소흘읍 호국로 303,031-544-9090,셀프,N,Y
A0004945,경기 포천시,클린주유소,SK에너지,경기 포천시 소흘읍 호국로 346,031-542-6053,셀프,N,N
A0004965,경기 포천시,대성산업(주)포천주유소,GS칼텍스,경기 포천시 영중면 호국로 2563,031-533-5180,셀프,N,Y
