고유번호,지역,상호,상표,주소,전화번호
A0013209,충북 음성군,한국도로공사 음성(남이)주유/충전소,E1,충북 음성군 삼성면 중부고속도로 51,043-878-5039,
A0013211,충북 음성군,대보디앤에스(주) 음성(하남)주유소,S-OIL,충북 음성군 삼성면 중부고속도로 52,043-877-1086,
A0013215,충북 음성군,대영가스충전소,GS칼텍스,충북 음성군 대소면 대금로 576,043-883-1933,
A0013261,충북 음성군,(주)바이오시스 금왕(제천)주유소/충전소,SK가스,충북 음성군 금왕읍 평택제천고속도로 70,043-881-8122,
A0013262,충북 음성군,(주)바이오시스 금왕(평택)주유소/충전소,SK가스,충북 음성군 금왕읍 평택제천고속도로 69,043-882-8030,
A0033282,충북 음성군,백마산LPG충전소,S-OIL,충북 음성군 원남면 충청대로 60-1,043-872-7829,
A0033521,충북 음성군,감우재LPG충전소,SK에너지,충북 음성군 음성읍 생음대로 670,043-872-1368,
A0013342,충북 단양군,SK행복충전 신단양가스충전소,SK가스,충청북도 단양군 단양읍 단양로 939,043-422-2484,
A0013430,충북 단양군,SK행복충전 단양충전소,SK가스,충북 단양군 단양읍 별곡3로 82,043-422-4545,
A0013482,충북 단양군,(주)성한-평동주유소/충전소,HD현대오일뱅크,충북 단양군 매포읍 단양로 2010,043-421-0291,
A0013516,충북 단양군,(주)광동유통단양(춘천방향)주유소/충전소,E1,충북 단양군 단성면 하방3길 100,043-421-1676,
A0013536,충북 단양군,단양(부산)충전소/주유소,E1,충북 단양군 적성면 기동2길 32-37,043-423-5406,
A0011998,충북 증평군,민서가스충전소,S-OIL,충북 증평군 증평읍 중부로 2481,043-838-3732,
A0012038,충북 증평군,가나안 LPG 충전소,SK에너지,충북 증평군 증평읍 중부로 2309,043-838-9123,
A0012373,충북 증평군,증평LPG충전소,E1,충북 증평군 증평읍 충청대로 1925,043-836-4431,
A0003457,충남 천안시,우정LPG충전소,E1,충남 천안시 동남구 목천읍 남부대로 950,041-555-4194,
A0004009,충남 천안시,㈜케이알산업 입장(상)주유소/충전소,HD현대오일뱅크,충남 천안시 서북구 입장면 연곡길 407,041-588-2184,
A0005678,충남 천안시,스타LPG충전소,GS칼텍스,충남 천안시 서북구 번영로 454,041-522-0116,
A0009711,충남 천안시,신천안스테이션,HD현대오일뱅크,충남 천안시 동남구 목천읍 삼성4길 43,000-000-0000,
A0014120,충남 천안시,맘모스LPG충전소,SK에너지,충남 천안시 서북구 동서대로 19 (백석동),041-522-5151,
A0015482,충남 천안시,극동유화(주) 충청충전소,HD현대오일뱅크,충남 천안시 서북구 성거읍 봉주로 281,041-551-8153,
A0015541,충남 천안시,업성충전소,SK에너지,충청 천안시 서북구 업성2길 9 (업성동),041-621-5152,
A0015572,충남 천안시,망향주유소 경부고속(부산방향),E1,충남 천안시 서북구 성거읍 석문길 98,041-557-6161,
A0015591,충남 천안시,성환제일충전소,S-OIL,충남 천안시 서북구 성환읍 천안대로 2088,041-582-4141,
A0015592,충남 천안시,SK행복충전 청수충전소,SK가스,충남 천안시 동남구 풍세로 887 (다가동),041-567-5149,
A0015652,충남 천안시,태양주유소/충전소,GS칼텍스,충남 천안시 서북구 번영로 613,041-621-5185,
A0015670,충남 천안시,성환충전소,GS칼텍스,충남 천안시 서북구 성환읍 천안대로 1835,041-581-0565,
A0015693,충남 천안시,천안IC충전소,GS칼텍스,충남 천안시 동남구 만남로 156,041-565-1233,
A0015698,충남 천안시,번영충전소,HD현대오일뱅크,충남 천안시 서북구 2공단1로 10 (성성동),041-552-0772,
A0015724,충남 천안시,명품충전소,HD현대오일뱅크,충남 천안시 동남구 광풍로 1571 (구룡동),041-572-5228,
A0015770,충남 천안시,목천IC충전소,GS칼텍스,충남 천안시 동남구 목천읍 남부대로 983,041-523-5154,
A0015783,충남 천안시,천안홍익LPG충전소,E1,충남 천안시 동남구 천안대로 804 (신부동),041-556-2713,
A0015837,충남 천안시,남부충전소,HD현대오일뱅크,충남 천안시 동남구 남부대로 288 (청당동),041-565-7654,
A0015942,충남 천안시,천안현대충전소,HD현대오일뱅크,충남 천안시 서북구 삼성대로 346(두정동),041-567-5155,
A0016005,충남 천안시,고속충전소,SK에너지,충남 천안시 서북구 성환읍 천안대로 2602,041-582-4747,
A0016007,충남 천안시, SK행복충전 좋은에너지산업(주),SK가스,충남 천안시 동남구 충절로 487,041-565-9007,
A0016013,충남 천안시,입장충전소,E1,충남 천안시 서북구 입장면 시장리1길 3-4,041-583-0556,
A0016044,충남 천안시,SK행복충전 백석LPG충전소,SK가스,충남 천안시 서북구 백석로 103 (백석동),041-554-3114,
A0016079,충남 천안시,천안삼거리(서울방향)충전소,SK에너지,충남 천안시 동남구 쉼1길 40,041-555-3001,
A0016082,충남 천안시,주)협동엘.피.지충전소,E1,충남 천안시 동남구 충절로 492 (삼룡동),041-555-3940,
A0016088,충남 천안시,태성가스텍충전소,SK에너지,충남 천안시 동남구 천안대로 223 (삼룡동),041-568-6161,
A0016125,충남 천안시,중도가스(주)천안영업소,GS칼텍스,충남 천안시 서북구 천안대로 1048-10 (두정동),041-551-0311,
A0016127,충남 천안시,㈜남영전구 천안(부산)주유소,E1,충남 천안시 동남구 수신면 성남로 793-40,041-552-6367,
A0016238,충남 천안시,(주)협동 엘피지제2충전소,E1,충남 천안시 동남구 서부대로 575-1,041-576-3945,
A0016255,충남 천안시,문화유산한옥(주)알뜰충전소,SK에너지,충남 천안시 동남구 충무로 26,041-578-6688,
A0032829,충남 천안시,약속가스충전소,HD현대오일뱅크,충남 천안 서북구 성거읍 망향로 257,041-556-8955,
A0032869,충남 천안시,동백충전소,SK에너지,충남 천안 서북구 직산읍 군삼길 81,041-583-3451,
A0033408,충남 천안시,(주)삼융만남의충전소,GS칼텍스,충남 천안시 서북구 직산읍 군삼길 105,041-585-5151,
A0000053,충남 공주시,풀무원푸드앤컬처공주하(대전)주유소,SK에너지,충남 공주시 당진영덕고속도로 72-1,041-854-9728,
A0000054,충남 공주시,풀무원푸드앤컬처공주상(당진)주유소,SK에너지,충남 공주시 의당면 당진영덕고속도로 71,041-854-9504,
A0014157,충남 공주시,SK행복충전 차에너지충전소,SK가스,충남 공주시 차령로 1860 (동현동),041-858-7335,
A0014158,충남 공주시,오송가스충전소,SK에너지,충남 공주시 우금티로 353 (주미동),041-852-5143,
A0014160,충남 공주시,강변LPG충전소,GS칼텍스,충남 공주시 석장리길 35,041-856-0088,
A0014171,충남 공주시,공주LPG충전소,E1,충남 공주시 창벽로 200-4 (소학동),041-855-7252,
A0014180,충남 공주시,㈜지성에너지 반포충전소,SK가스,충남 공주시 반포면 금벽로 1749,041-856-6123,
A0014316,충남 공주시,백룡LPG충전소,HD현대오일뱅크,충남 공주시 신풍면 차동로 1791,041-841-5185,
A0014363,충남 공주시,금학LPG충전소,E1,충남 공주시 우금티로 468 (금학동),041-855-7252,
A0014440,충남 공주시,마암충전소,E1,충남 공주시 반포면 금벽로 1492,041-853-8581,
A0014453,충남 공주시,유구농협주유소/충전소,HD현대오일뱅크,충남 공주시 유구읍 금계산로 477,041-841-9533,
A0014467,충남 공주시,신공주충전소,GS칼텍스,충남 공주시 우성면 연미산고개길 44,041-855-1324,
A0014468,충남 공주시,정안(상)주유소,HD현대오일뱅크,충남 공주시 정안면 논산천안고속도로 58-1,041-858-0565,
A0014469,충남 공주시,정안(하)주유소,HD현대오일뱅크,충남 공주시 정안면 논산천안고속도로 57-1,041-858-0531,
A0014481,충남 공주시,공주현대충전소,HD현대오일뱅크,충남 공주시 계룡면 차령로 867,041-881-5189,
A0014490,충남 공주시,㈜케이알산업 탄천(하)주유소/충전소,SK에너지,충남 공주시 탄천면 논산천안고속도로 27-1,041-854-3526,
A0014493,충남 공주시,㈜케이알산업 이인(상)주유소/충전소,SK에너지,충남 공주시 이인면 논산천안고속도로 32-2,041-856-8741,
A0033462,충남 공주시,미래LPG충전소,SK에너지,충남 공주시 신풍면 차동로 2152,041-841-3337,
A0015518,충남 아산시,신창에너지,E1,충남 아산시 도고면 온천대로 691,041-542-1800,
A0015529,충남 아산시,아산오렌지충전소,E1,충남 아산시 염치읍 아산로 809,041-541-8805,
A0015536,충남 아산시,에스케이가스 도고충전소,SK가스,충남 아산시 도고면 온천대로 469,041-541-3603,
A0015593,충남 아산시,통일LPG충전소,S-OIL,충청남도 아산시 온천대로 1705 (모종동),041-534-5189,
A0015661,충남 아산시,충무LPG충전소,E1,충남 아산시 염치읍 충무로 504,041-545-2039,
A0015761,충남 아산시,25시LPG충전소,S-OIL,충남 아산시 영인면 아산로 854,041-543-5147,
A0015957,충남 아산시,아산온천LPG충전소,E1,충남 아산시 곡교천로 177,041-532-9077,
A0015958,충남 아산시,아산LPG충전소,E1,충남 아산시 온천대로 1808(남동),041-542-3050,
A0016040,충남 아산시,KTX LPG충전소,GS칼텍스,충남 아산시 배방읍 이순신대로 832,041-545-5149,
A0016069,충남 아산시,대성산업(주)아산제일충전소,GS칼텍스,충남 아산시 온천대로 1346 (방축동),041-545-5838,
A0016089,충남 아산시,(주)온양LPG충전소,S-OIL,충청남도 아산시 온천대로 1166,041-531-4300,
A0016097,충남 아산시,활력충전소,SK에너지,충남 아산시 영인면 장영실로 615,041-000-0000,
A0016246,충남 아산시,(주)이순신휴게소,SK에너지,충남 아산시 염치읍 아산로 625,041-541-9222,
A0019604,충남 아산시,아산둔포충전소,GS칼텍스,충남 아산시 둔포면 장영실로 1288,041-541-1610,
A0032893,충남 아산시,SK행복충전 삼성충전소,SK가스,충남 아산시 음봉면 덕지리 46-1,041-545-7570,
A0014065,충남 보령시,대천IC충전소,E1,충남 보령시 대해로 286 (남곡동),0,
A0016351,충남 보령시,보령머드LPG충전소,SK에너지,충남 보령시 대청로 379 (화산동),041-935-2488,
A0016372,충남 보령시,내항LPG충전소,E1,충남 보령시  해안로 71 (내항동),041-934-7993,
A0016388,충남 보령시,에스케이 서해에너지,SK가스,충남 보령시 대청로 177 (동대동),041-934-2555,
A0016411,충남 보령시,대천유통㈜대천(상)시흥방향,E1,충남 보령시 주교면 서해안고속도로 200-1,041-931-5371,
A0016412,충남 보령시,대천유통(주)대천(하)주유소,SK에너지,충남 보령시 주교면 서해안고속도로 199-1,041-931-5871,
A0016419,충남 보령시,대성산업(주) 보령충전소,GS칼텍스,충남 보령시 보령남로 130-17 (명천동),041-935-6628,
A0032694,충남 보령시,에스케이 보령충전소,SK가스,충남 보령시 대청로 224 (화산동),041-931-5022,
A0002104,충남 서산시,수석LPG충전소,E1,충남 서산시 소탐2길 17-8 (수석동),041-668-0101,
A0013953,충남 서산시,가스에너지뱅크㈜,S-OIL,충남 서산시 안견로 602-3,041-665-1566,
A0015032,충남 서산시,SK행복충전 서산자동차충전소,SK가스,충남 서산시 고운로 352 (잠홍동),041-665-3005,
A0015059,충남 서산시,(주)애향충전소,자가상표,충남 서산시 중앙로 504 (수석동),041-669-3002,
A0017003,충남 서산시,희망LPG충전소,GS칼텍스,충남 서산시 충의로 262 (갈산동),041-668-1177,
A0017031,충남 서산시,SK행복충전 서산충전소,SK가스,충남 서산시 팔봉면 서해로 2655,041-663-5020,
A0017052,충남 서산시,간월충전소,SK에너지,충남 서산시 부석면 간월도1길 69-23,041-669-4004,
A0017073,충남 서산시,서산LPG충전소,HD현대오일뱅크,충남 서산시 서해로 3592 (잠홍동),041-667-7727,
A0017080,충남 서산시,(주)유니주유소/충전소,GS칼텍스,충남 서산시 서해로 3621,041-668-5182,
A0017104,충남 서산시,태아산업㈜서산(서울방향)주유소,E1,충남 서산시 해미면 서해안고속도로 242,041-688-7717,
A0017105,충남 서산시,태아산업㈜서산(목포방향)주유소,E1,충남 서산시 해미면 서해안고속도로 241,041-688-8817,
A0017108,충남 서산시,(주)대산에너지,HD현대오일뱅크,충남 서산시 대산읍 충의로 1700,041-669-2877,
A0000857,충남 논산시,계백LPG충전소,E1,충남 논산시 부적면 남마구평길 11,041-736-6668,
A0001829,충남 논산시,대교에너지,S-OIL,충남 논산시 광석면 논산평야로 684,041-736-7574,
A0014516,충남 논산시,강경가스충전소,SK에너지,충남 논산시 강경읍 강경로 26,041-745-7997,
A0014525,충남 논산시,현대가스충전소,HD현대오일뱅크,충남 논산시 계백로 917 (부창동),041-735-2381,
A0014552,충남 논산시,논산 LPG충전소,E1,충남 논산시 계백로 1171 (덕지동),041-736-5573,
A0014649,충남 논산시,SK행복충전 선진LPG충전소,SK가스,충남 논산시 논산대로 524,041-734-9300,
A0014737,충남 논산시,연무LPG충전소,SK에너지,충남 논산시 연무읍 동안로 955,041-741-7544,
A0014783,충남 논산시,(주)황금엘피지충전소,SK에너지,충남 논산시 논산대로 228-18,041-734-5496,
A0014784,충남 논산시,서강에너지(주),HD현대오일뱅크,충남 논산시 연무읍 동안로 1156,041-742-9742,
A0014785,충남 논산시,대신에너지 연산충전소,SK에너지,충남 논산시 연산면 계백로 2048,041-732-3759,
A0014831,충남 논산시,(주)썬엘벌곡(상)주유소,SK가스,충남 논산시 벌곡면 벌곡로 9-58,041-732-3991,
A0014844,충남 논산시,(주)바이오시스벌곡주유소/충전소,S-OIL,충남 논산시 벌곡면 호남지선고속도로 25,041-733-7487,
A0014553,충남 계룡시,SK행복충전 계룡엘피지충전소,SK가스,충남 계룡시 엄사면 계백로 3013,042-841-6601,
A0014602,충남 계룡시,창연LPG충전소,GS칼텍스,충남 계룡시 엄사면 계백로 3207-4,042-841-8878,
A0004006,충남 금산군,㈜케이알산업 인삼랜드(하남)주유소/충전소,GS칼텍스,충남 금산군 군북면 대암길 34-30,041-754-5180,
A0013553,충남 금산군,(주)삼융서대산충전소,GS칼텍스,충남 금산군 추부면 서대산로 58,041-585-5151,
A0013773,충남 금산군,SK행복충전 금성LPG충전소,SK가스,충남 금산군 금성면 금산로 1936,041-751-5404,
A0013923,충남 금산군,금산가스충전소,SK에너지,충남 금산군 금산읍 인삼로 196,041-753-5959,
A0013965,충남 금산군,인삼랜드(하)주유소/충전소,S-OIL,충청남도 금산군 군북면 어필각로 300,041-751-2895,
A0014042,충남 금산군,가스에너지뱅크,HD현대오일뱅크,충남 금산군 금성면 금산로 1881,041-751-7951,
A0014091,충남 금산군,지량가스충전소,S-OIL,충남 금산군 복수면 대둔산로 1787,041-753-7338,
A0000051,충남 부여군,태아산업㈜ 부여백제(서천방향)주유소,SK에너지,충남 부여군 내산면 서천공주고속도로 25,041-834-4600,
A0000052,충남 부여군,태아산업㈜ 부여백제(공주방향)주유소,HD현대오일뱅크,충남 부여군 내산면 서천공주고속도로 26,041-833-8300,
A0003652,충남 부여군,SK행복충전 충남가스충전소,SK가스,충남 부여군 홍산면 대백제로 1035,041-834-7733,
A0013730,충남 부여군,용정LPG충전소,E1,충남 부여군 부여읍 백제문화로124번길 11,041-837-3100,
